Id,Name,Position,Price,ClubId,PredictedPts_BestK,KUsed,Matched
250090398,F. Chiesa,MID,6.0,7889,9.47,1,True
250139255,Gavi,MID,6.0,50080,6.8,1,True
250099867,Alisson Becker,GK,6.0,7889,0.0,1,False
250100013,G. Lo Celso,MID,6.0,52265,9.93,1,True
250138382,J. Leweling,MID,6.0,50107,18.26,1,True
50327420,V. van Dijk,DEF,6.0,7889,19.61,4,True
250159919,Pepê,MID,6.0,50064,0.0,1,False
250011668,T. Courtois,GK,6.0,50051,19.42,1,True
250154132,M. Godts,MID,6.0,52747,26.65,1,True
250129159,S. Auklend,MID,6.0,59333,8.06,1,True
250076168,M. Cucurella,DEF,6.0,50051,16.42,4,True
250209227,Kauã Elias,FWD,6.0,52707,11.02,4,True
250075625,Ayoze Pérez,FWD,6.0,70691,8.22,4,True
250078922,G. Donnarumma,GK,6.0,52919,22.03,1,True
250186228,Samu,FWD,6.0,50064,7.37,4,True
250050391,A. Šporar,FWD,6.0,52797,12.7,4,True
250182090,Andrey Santos,MID,6.0,52682,9.4,1,True
250155025,G. Mikautadze,FWD,6.0,70691,17.66,4,True
250201120,L. Karl,MID,6.0,50037,13.81,1,True
250106003,N. Pépé,MID,6.0,70691,18.94,1,True
250143679,M. Zubimendi,MID,6.0,52280,15.3,1,True
250106762,J. Zirkzee,FWD,6.0,52682,6.12,4,True
250121294,T. Reijnders,MID,6.0,52919,13.04,1,True
250067629,T. Abraham,FWD,6.0,52683,4.61,4,True
250223119,S. Camara,FWD,6.0,52797,0.0,4,False
250042406,T. Chorý,FWD,6.0,52498,23.52,4,True
250143328,Pedro Gonçalves,MID,6.0,50149,22.06,1,True
250124222,M. Beier,FWD,6.0,52758,12.29,4,True
250174822,Savinho,MID,6.0,52919,0.0,1,False
250088061,A. Hakimi,DEF,6.0,52747,19.81,4,True
250167832,Jobe Bellingham,MID,6.0,52758,7.94,1,True
250164991,João Neves,MID,6.0,52747,10.96,1,True
250100997,A. Dovbyk,FWD,6.0,50137,16.41,4,True
250105244,A. Tchouaméni,MID,6.0,50051,9.82,1,True
250136465,Nuno Mendes,DEF,6.0,52747,11.77,4,True
250174126,W. Pacho,DEF,6.0,52747,12.39,4,True
250221011,H. Abdelkarim,FWD,6.0,50080,0.0,4,False
250174644,M. Usor,FWD,6.0,63405,11.08,4,True
250182962,M. Liberali,MID,6.0,79946,0.0,1,False
250187620,R. Pepi,FWD,6.0,50062,14.35,4,True
250197264,C. Driouech,MID,6.0,50062,10.6,1,True
250064811,L. Provod,MID,6.0,52498,16.89,1,True
250088150,D. Frattesi,MID,6.0,50138,5.22,1,True
250176455,M. Guiu,FWD,6.0,2603790,0.69,4,True
250024349,M. Sabitzer,MID,6.0,52758,9.04,1,True
250171278,D. Raya,GK,6.0,52280,25.88,1,True
250080569,E. Buendía,MID,6.0,52683,15.32,1,True
250177879,S. Giménez,FWD,6.0,50064,15.68,4,True
250138957,Carlos Forbs,MID,6.0,50043,16.74,1,True
250212316,Cucho Hernández,FWD,6.0,52265,10.65,4,True
250121000,Ahmed Kutucu,MID,6.0,50067,3.45,1,True
50327423,F. de Jong,MID,6.0,50080,11.81,1,True
250024456,Á. Morata,FWD,6.0,79946,10.44,4,True
250118286,L. Torreira,MID,6.0,50067,10.5,1,True
250145630,P. Christiansen,FWD,6.0,52319,16.08,4,True
250042521,André Silva,FWD,6.0,50064,7.85,4,True
250101557,M. Hjulmand,MID,6.0,50124,13.39,1,True
250127400,F. Ioannidis,FWD,6.0,50149,14.66,4,True
250131901,Gabriel,DEF,6.0,52280,0.0,4,False
250140929,M. Soulé,FWD,6.0,50137,8.12,4,True
250172787,J. Schouten,MID,5.5,50062,7.12,1,True
250106764,Félix Correia,MID,5.5,75797,12.29,1,True
250154129,B. El Khannouss,MID,5.5,50107,13.25,1,True
250099671,G. Til,MID,5.5,50062,18.53,1,True
250187458,R. van Bommel,MID,5.5,50062,6.11,1,True
250196543,S. Castro,FWD,5.5,50137,8.48,4,True
250012069,J. Oblak,GK,5.5,50124,17.43,1,True
250130406,J. Bakayoko,MID,5.5,2603790,7.34,1,True
250123952,Nico González,MID,5.5,52919,9.87,1,True
250195782,R. Ngumoha,MID,5.5,7889,9.63,1,True
250042329,J. Grealish,MID,5.5,52919,13.81,1,True
250166916,M. Fernandez-Pardo,MID,5.5,75797,15.81,1,True
250129965,M. Casadó,MID,5.5,50080,6.91,1,True
250224147,Gabriel Carvalho,MID,5.5,52707,0.0,1,False
250147342,A. Sima,MID,5.5,52277,7.75,1,True
250077931,M. Sadílek,MID,5.5,52498,8.21,1,True
250174850,S. Steijn,MID,5.5,52749,10.66,1,True
250075767,Talisca,MID,5.5,52692,22.49,1,True
250176378,N. Ferri,FWD,5.5,52749,10.69,4,True
250205755,William Gomes,MID,5.5,50064,13.87,1,True
250197651,Arnau Ortiz,MID,5.5,50124,0.0,1,False
250211008,Alisson Santos,MID,5.5,50136,9.53,1,True
250143322,R. Ljubičić,MID,5.5,63405,10.01,1,True
250121584,Kang-in Lee,MID,5.5,50124,10.55,1,True
250077450,R. Nelson,MID,5.5,52749,7.6,1,True
97923,M. Neuer,GK,5.5,50037,12.7,1,True
250183765,S. Van Persie,FWD,5.5,52749,9.74,4,True
250076240,M. Mount,MID,5.5,52682,10.62,1,True
250092517,J. Ryerson,DEF,5.5,52758,15.98,4,True
250173062,A. Bonny,FWD,5.5,50138,5.77,4,True
250134357,M. Lemina,MID,5.5,50067,6.76,1,True
250221031,C. Martínez,MID,5.5,52797,0.0,1,False
250182174,K. Karetsas,MID,5.5,52758,10.45,1,True
250121405,Amad Diallo,MID,5.5,52682,12.32,1,True
250046542,İrfan Can Kahveci,MID,5.5,52692,8.23,1,True
250158929,Barış Alper Yılmaz,MID,5.5,50067,17.76,1,True
250187671,Newertton,MID,5.5,52707,0.0,1,False
250058220,Rúben Dias,DEF,5.5,52919,10.45,4,True
250158167,D. Šturm,FWD,5.5,52498,12.29,4,True
250196599,C. Nwachukwu,MID,5.5,2609356,0.0,1,False
250163409,A. Stanković,MID,5.5,50138,11.57,1,True
250023551,M. Kovačić,MID,5.5,52919,7.72,1,True
250041771,L. Goretzka,MID,5.5,52683,13.22,1,True
250127284,J. Gvardiol,DEF,5.5,52919,17.0,4,True
250192955,M. Diakhon,FWD,5.5,50043,5.19,4,True
250194571,Joao Gomes,MID,5.5,52683,12.73,1,True
250051338,Z. Tripić,MID,5.5,52319,23.56,1,True
250076357,T. Alexander-Arnold,DEF,5.5,50051,16.85,4,True
250137272,B. Sainz,MID,5.5,50064,12.28,1,True
250140940,M. Baturina,MID,5.5,79946,12.9,1,True
250212190,Luca Meirelles,FWD,5.5,52707,12.06,4,True
250112690,D. Dumfries,DEF,5.5,50051,16.49,4,True
250165617,R. Bardghji,MID,5.5,50080,7.12,1,True
250127439,W. Saliba,DEF,5.5,52280,17.98,4,True
250126369,Tiago Tomás,FWD,5.5,50107,5.21,4,True
250164215,V. Muñoz,MID,5.5,7889,12.92,1,True
250176453,P. Cubarsí,DEF,5.5,50080,10.66,4,True
250128270,E. Camavinga,MID,5.5,50051,9.25,1,True
250112217,A. Stiller,MID,5.5,50107,12.91,1,True
250097248,N. Kanté,MID,5.5,52692,6.51,1,True
250189110,E. Mbappé,MID,5.5,75797,8.41,1,True
250198257,H. Igamane,FWD,5.5,75797,7.35,4,True
250012551,T. Hazard,MID,5.5,52277,20.45,1,True
250101728,J. Timber,DEF,5.5,52280,14.81,4,True
250070130,L. Pellegrini,MID,5.5,50137,9.99,1,True
250128943,H. Haraldsson,MID,5.5,75797,13.43,1,True
250055294,R. Marin,MID,5.5,50129,12.99,1,True
250177837,Rodrigo Mora,MID,5.5,50137,7.46,1,True
250200231,M. Araújo,MID,5.5,50149,0.0,1,False
250187759,Eguinaldo,FWD,5.5,52707,12.94,4,True
250090101,M. Safonov,GK,5.5,52747,0.0,1,False
250164226,Gonzalo,FWD,5.5,50051,0.0,4,False
250028211,A. Rüdiger,DEF,5.5,50051,10.77,4,True
250042422,A. Grimaldo,DEF,5.5,50124,31.85,4,True
250169763,I. Babadi,MID,5.5,50062,3.52,1,True
250007655,R. Barkley,MID,5.5,52683,10.78,1,True
250222131,Giovane,FWD,5.5,50136,8.06,4,True
250081185,J. Mickels,MID,5.5,2609356,0.0,1,False
250079545,D. Upamecano,DEF,5.5,50037,11.51,4,True
250106935,C. Jones,MID,5.5,50138,10.74,1,True
250050381,M. Politano,MID,5.5,50136,10.39,1,True
250113350,Fábio Silva,FWD,5.5,52758,7.09,4,True
250201122,W. Mike,MID,5.5,50043,5.14,1,True
250106963,Álex Baena,MID,5.5,50124,10.0,1,True
250079003,K. Kairinen,MID,5.5,50129,8.89,1,True
250197195,Jesus Rodríguez,FWD,5.5,79946,4.04,4,True
250192048,C. Führich,MID,5.5,50107,16.57,1,True
250096309,J. Koundé,DEF,5.5,50080,17.36,4,True
250128222,L. Traoré,FWD,5.5,52707,10.03,4,True
250138982,R. Vermant,FWD,5.5,50043,8.93,4,True
250055982,S. Lobotka,MID,5.5,50136,7.95,1,True
250165376,F. Potts,MID,5.5,50043,8.75,1,True
250169350,F. Ivanović,FWD,5.0,52277,14.04,4,True
250092715,P. Fornals,MID,5.0,52265,18.85,1,True
250065292,P. Berg,MID,5.0,59333,18.1,1,True
250116789,S. Kalajdzic,FWD,5.0,63405,1.15,4,True
250101313,R. Riquelme,MID,5.0,52265,7.44,1,True
250201740,M. Catovic,MID,5.0,50107,0.0,1,False
250153945,Á. Carreras,DEF,5.0,50051,14.06,4,True
250200705,M. Albert,MID,5.0,52758,-0.17,1,True
250212957,Arda Tagay,FWD,5.0,50067,0.0,4,False
250091013,I. Konaté,DEF,5.0,50051,11.66,4,True
250207790,Ada Yüzgeç,FWD,5.0,50067,-10.17,4,True
250135064,B. Bouanani,FWD,5.0,50107,4.74,4,True
250132062,M. Koné,MID,5.0,50137,11.03,1,True
250184377,A. Vasovic,FWD,5.0,50043,0.0,4,False
250115134,H. Vetlesen,MID,5.0,50043,12.08,1,True
250117587,A. Salah-Eddine,DEF,5.0,50137,4.15,4,True
250223132,A. Ouanda,FWD,5.0,52498,9.5,4,True
250168144,D. Pejcinovic,FWD,5.0,50107,4.59,4,True
250177501,Rafael Nel,FWD,5.0,50149,4.98,4,True
250198116,N. Irankunda,MID,5.0,50149,0.0,1,False
250187059,N. El Aynaoui,MID,5.0,2603790,7.76,1,True
250139036,P. Barrios,MID,5.0,50124,8.66,1,True
250101874,C. Tengstedt,FWD,5.0,52749,12.64,4,True
250212206,Isaque,MID,5.0,52707,9.88,1,True
250164583,J. Addai,MID,5.0,79946,7.68,1,True
250129972,C. Mosquera,DEF,5.0,52280,8.87,4,True
250098470,L. Majer,MID,5.0,50129,9.85,1,True
250101128,M. Caqueret,MID,5.0,79946,11.55,1,True
250220576,G. Mendoza,FWD,5.0,52707,16.61,4,True
250116003,L. Da Cunha,MID,5.0,79946,15.39,1,True
250216983,P. Obah,MID,5.0,52707,12.48,1,True
250186227,A. Diao,MID,5.0,79946,7.85,1,True
250144964,Pedrinho,MID,5.0,52707,4.56,1,True
250065405,D. Kutesa,FWD,5.0,50129,0.0,4,False
250110953,A. Koita,FWD,5.0,50129,9.35,4,True
250092161,M. Chytil,FWD,5.0,52498,20.74,4,True
250014709,M. De Roon,MID,5.0,50137,10.61,1,True
250109003,Troy Parrott,FWD,5.0,52265,18.18,4,True
250188249,C. Baleba,MID,5.0,52682,8.43,1,True
250124451,G. Konstantelias,MID,5.0,52758,13.16,1,True
250182150,M. Perrone,MID,5.0,79946,12.91,1,True
250086709,D. Ceballos,MID,5.0,52265,6.3,1,True
250210228,Y. Sanyang,MID,5.0,52498,4.29,1,True
250012660,I. Schranz,MID,5.0,52498,5.65,1,True
250178786,B. Gruda,MID,5.0,2603790,8.88,1,True
250211977,M. Suleiman,MID,5.0,52498,6.57,1,True
250209340,U. Rakhmonaliev,MID,5.0,2609356,6.74,1,True
250139182,S. Andersen,MID,5.0,50149,0.0,1,False
250055894,S. Horvath,MID,5.0,63405,8.17,1,True
250076675,Diogo Costa,GK,5.0,50064,24.85,1,True
250118077,Oğuz Aydın,MID,5.0,52692,4.59,1,True
250197406,Pedro Lima,MID,5.0,50149,7.14,1,True
250216956,Luis Guilherme,MID,5.0,50149,6.79,1,True
250062141,Rui Silva,GK,5.0,50149,20.1,1,True
250086090,Nélson Semedo,DEF,5.0,52692,12.84,4,True
250024746,João Cancelo,DEF,5.0,50080,14.95,4,True
250218678,J. Arévalo,FWD,5.0,50107,1.96,4,True
250153874,Gabriel Veiga,MID,5.0,50064,0.0,1,False
250195774,M. Dowman,MID,5.0,52280,7.93,1,True
250139044,J. Diehl,FWD,5.0,50107,0.0,4,False
250073809,Ederson,GK,5.0,52692,13.2,1,True
250078507,A. Helmersen,FWD,5.0,59333,10.44,4,True
250211049,R. Vaz,FWD,5.0,50137,0.0,4,False
250191088,Pablo Garcia,FWD,5.0,52265,0.25,4,True
250205751,M. Hansen,FWD,5.0,59333,8.62,4,True
250191115,O. Pietuszewski,MID,5.0,50064,9.83,1,True
250163534,Deniz Gül,FWD,5.0,50067,5.56,4,True
250172343,R. Mendoza,MID,5.0,50124,7.4,1,True
250117917,O. Brynhildsen,FWD,5.0,59333,15.46,4,True
250141862,S. Brunstad Fet,MID,5.0,59333,0.0,1,False
250187645,O. Blomberg,MID,5.0,59333,11.61,1,True
250139241,I. Akhomach,MID,5.0,70691,6.93,1,True
250187664,Zini,FWD,5.0,50129,9.49,4,True
250188937,S. Comesaña,MID,5.0,70691,0.0,1,False
250189536,A. Thomas,FWD,5.0,2603790,0.0,4,False
250144229,P. Gueye,MID,5.0,70691,12.85,1,True
250114171,P. Pokorný,MID,5.0,52797,3.79,1,True
250168991,A. Moleiro,MID,5.0,70691,18.32,1,True
250188256,A. Varela,MID,5.0,50064,8.86,1,True
250195532,T. Oluwaseyi,FWD,5.0,70691,3.01,4,True
250174943,G. Veron,MID,5.0,50064,6.67,1,True
250223008,M. Kianga,FWD,5.0,52797,0.0,4,False
250197453,M. Sangaré,MID,5.0,52277,13.47,1,True
250117638,R. Čerepkai,FWD,5.0,52797,8.64,4,True
250192004,J. Bos,DEF,5.0,52749,17.85,4,True
250200314,S. Campbell,FWD,5.0,50043,5.05,4,True
250013022,T. Barseghyan,MID,5.0,52797,14.28,1,True
250135101,R. Onyedika,MID,5.0,50043,5.79,1,True
250222132,Thiago Fernández,MID,5.0,70691,8.31,1,True
250218489,P. Kacor,MID,5.0,52498,6.02,1,True
250210290,F. Mastantuono,MID,5.0,50051,7.12,1,True
250167821,J. Milošević,FWD,5.0,50107,3.31,4,True
250113342,Gonçalo Borges,MID,5.0,52749,5.36,1,True
250064233,J. Stones,DEF,5.0,50138,7.54,4,True
250171293,D. Spence,DEF,5.0,50138,7.37,4,True
250144325,C. Romero,DEF,5.0,50124,15.99,4,True
250076233,T. Chalobah,DEF,5.0,79946,11.69,4,True
250163574,Pau Cabanes,FWD,5.0,70691,0.65,4,True
250223130,O. Kubiak,MID,5.0,52498,0.0,1,False
250223168,Carlos Espí,FWD,5.0,50051,9.32,4,True
250205706,Gabriel Teixeira,MID,5.0,50149,0.0,1,False
250216944,O. Vargas,MID,5.0,50124,7.27,1,True
250163878,O. Targhalline,MID,5.0,52749,10.08,1,True
250164450,L. Sauer,MID,5.0,50107,7.32,1,True
250208803,L. Valente,MID,5.0,52749,10.95,1,True
250199220,Gabriel Sara,MID,5.0,50067,11.39,1,True
250223247,R. Postema,FWD,5.0,52319,0.0,4,False
250106148,N. Kühn,MID,5.0,79946,0.0,1,False
250174185,S. Kvia-Egeskog,FWD,5.0,52319,8.88,4,True
250223245,K. Frimpong,FWD,5.0,52319,0.0,4,False
250065179,R. Sallai,DEF,5.0,50067,8.6,4,True
250210009,N. D'Agostino,FWD,5.0,52319,10.14,4,True
250136342,L. Ugochukwu,MID,5.0,50067,12.16,1,True
250078452,Uğurcan Çakır,GK,5.0,50067,16.18,1,True
250103764,Yunus Akgün,MID,5.0,50067,15.78,1,True
250085369,M. Akanji,DEF,5.0,50138,12.77,4,True
250091199,A. Bastoni,DEF,5.0,50138,13.97,4,True
250022797,C. Nørgaard,MID,5.0,52280,6.95,1,True
250022815,V. Berisha,FWD,5.0,52319,13.85,4,True
250138504,J. Bell,MID,5.0,52319,10.69,1,True
250056189,F. Dimarco,DEF,5.0,50138,24.35,4,True
250136353,A. Diouf,MID,5.0,50138,5.03,1,True
250163404,P. Esposito,FWD,5.0,50138,11.41,4,True
250117945,E. Guessand,MID,5.0,52683,9.87,1,True
250172673,N. Molina,DEF,5.0,50137,15.83,4,True
250156002,B. White,DEF,5.0,52280,14.98,4,True
250135339,P. Sučić,MID,5.0,50138,9.81,1,True
250024370,P. Zieliński,MID,5.0,50138,13.39,1,True
250086928,M. Guéhi,DEF,5.0,52919,16.45,4,True
250113351,Fábio Vieira,MID,5.0,52280,15.67,1,True
250117864,K. Askildsen,MID,5.0,52319,8.82,1,True
250026721,E. Martínez,GK,5.0,52683,14.5,1,True
250221487,X. Severina,FWD,5.0,2609356,1.18,4,True
250170117,E. Nwaneri,MID,5.0,52758,7.01,1,True
250181160,L. Cherubini,FWD,5.0,50137,0.0,4,False
250189821,R. Fofana,FWD,5.0,52277,4.26,4,True
250166930,A. Vermeeren,MID,5.0,2603790,6.17,1,True
250174049,K. Parris,MID,5.0,2609356,11.13,1,True
250181747,T. Almada,MID,5.0,50124,9.82,1,True
250198298,O. Mbina,FWD,5.0,2609356,0.0,4,False
250102866,A. Haidara,MID,5.0,52277,6.18,1,True
250063505,J. Giménez,DEF,5.0,50124,10.27,4,True
250027008,N. Aké,DEF,5.0,52692,7.76,4,True
250186121,F. Sotoca,FWD,5.0,52277,13.96,4,True
250202843,E. Garnier,MID,5.0,52277,4.61,1,True
250113276,J. Frimpong,DEF,5.0,7889,22.43,4,True
250110583,I. Lepinjica,MID,5.0,2609356,4.75,1,True
250113001,R. Gravenberch,MID,5.0,7889,16.1,1,True
250177928,J. Jacquet,DEF,5.0,7889,5.61,4,True
250163153,M. Kerkez,DEF,5.0,7889,14.61,4,True
250118131,Joan García,GK,5.0,50080,21.07,1,True
250210296,A. Yirajang,FWD,5.0,52797,10.75,4,True
250042209,V. Simić,MID,5.0,2609356,16.51,1,True
250025791,B. André,MID,5.0,75797,11.02,1,True
250197958,M. Bayo,FWD,5.0,75797,9.95,4,True
250199046,R. Labeau Lascary,FWD,5.0,52277,4.44,4,True
250014109,J. Mário,FWD,5.0,50129,7.8,4,True
250193624,André Miranda,MID,5.0,50064,4.91,1,True
250188518,N. Edjouma,MID,5.0,75797,4.88,1,True
108501,W. Szczęsny,GK,5.0,50080,6.97,1,True
250168211,T. Bischof,MID,5.0,50037,11.15,1,True
250062684,G. Perrin,MID,5.0,75797,5.91,1,True
250117708,A. Onana,MID,5.0,52683,10.96,1,True
250198318,Duarte Cunha,MID,5.0,50064,0.0,1,False
250204916,Mateus Mide,MID,5.0,50064,0.0,1,False
250127436,R. Aït-Nouri,DEF,5.0,52919,14.01,4,True
250088106,S. Lammers,FWD,5.0,50062,13.55,4,True
250128120,A. Davies,DEF,5.0,50037,12.38,4,True
250190224,K. Neijenhuis,FWD,5.0,52749,0.0,4,False
250145803,Matheus Nunes,DEF,5.0,52919,13.49,4,True
250182702,C. Obi,FWD,5.0,52682,0.0,4,False
250165221,N. O’Reilly,DEF,5.0,52919,18.3,4,True
250199590,I. Onunta,FWD,5.0,52749,0.0,4,False
250151632,G. Ambrosino,FWD,5.0,50136,2.47,4,True
250187184,D. Nene,FWD,5.0,52692,14.5,4,True
250041563,M. Škriniar,DEF,5.0,52692,8.24,4,True
250200578,J. Zinhagel,MID,5.0,52749,2.43,1,True
250099054,L. Bailey,MID,5.0,52683,7.83,1,True
